"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote"
"MCHP","Microchip Technology Incorporated","84.9","$19.9B","1993","Technology","Semiconductors","https://www.nasdaq.com/symbol/mchp"
"MU","Micron Technology, Inc.","50.14","$58.15B","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/mu"
"MICT","Micronet Enertec Technologies, Inc.","1.53","$13.99M","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/mict"
"MSCC","Microsemi Corporation","64.74","$7.64B","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/mscc"
"MSFT","Microsoft Corporation","94.26","$725.78B","1986","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/msft"
"MSTR","MicroStrategy Incorporated","132.29","$1.51B","1998","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mstr"
"MVIS","Microvision, Inc.","1.35","$106.13M","1996","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/mvis"
"MPB","Mid Penn Bancorp","35.8","$219.13M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/mpb"
"MTP","Midatech Pharma PLC","0.75","$22.91M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mtp"
"MCEP","Mid-Con Energy Partners, LP","1.91","$57.52M","2011","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/mcep"
"MBCN","Middlefield Banc Corp.","52.1","$167.92M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/mbcn"
"MSEX","Middlesex Water Company","41.66","$681.46M","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/msex"
"MSBI","Midland States Bancorp, Inc.","31.9","$753.28M","2016","Finance","Major Banks","https://www.nasdaq.com/symbol/msbi"
"MOFG","MidWestOne Financial Group, Inc.","33.11","$405.11M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/mofg"
"MIME","Mimecast Limited","38.38","$2.22B","2015","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mime"
"MDXG","MiMedx Group, Inc","7.92","$879.4M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/mdxg"
"MNDO","MIND C.T.I. Ltd.","2.2","$42.48M","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/mndo"
"MB","MINDBODY, Inc.","39.2","$1.86B","2015","Technology","EDP Services","https://www.nasdaq.com/symbol/mb"
"NERV","Minerva Neurosciences, Inc","6.8","$263.5M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/nerv"
"MGEN","Miragen Therapeutics, Inc.","6.93","$209.23M","2014","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/mgen"
"MRTX","Mirati Therapeutics, Inc.","31.8","$922.99M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mrtx"
"MSON","MISONIX, Inc.","10.95","$102.96M","1992","Capital Goods","Medical Specialities","https://www.nasdaq.com/symbol/mson"
"MIND","Mitcham Industries, Inc.","3.26","$39.41M","1994","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/mind"
"MINDP","Mitcham Industries, Inc.","23.145","n/a","n/a","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/mindp"
"MITK","Mitek Systems, Inc.","7.9","$275.73M","n/a","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/mitk"
"MITL","Mitel Networks Corporation","11.16","$1.35B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/mitl"
"MKSI","MKS Instruments, Inc.","107.15","$5.84B","1999","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/mksi"
"MMAC","MMA Capital Management, LLC","27.7","$156.52M","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/mmac"
"MINI","Mobile Mini, Inc.","43.25","$1.93B","1994","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/mini"
"MOBL","MobileIron, Inc.","4.95","$497.78M","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mobl"
"MMDM","Modern Media Acquisition Corp.","9.95","$257.46M","2017","Finance","Business Services","https://www.nasdaq.com/symbol/mmdm"
"MMDMR","Modern Media Acquisition Corp.","0.42","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/mmdmr"
"MMDMU","Modern Media Acquisition Corp.","10.6","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/mmdmu"
"MMDMW","Modern Media Acquisition Corp.","0.49","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/mmdmw"
"MOGO","Mogo Finance Technology Inc.","2.72","$60.53M","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/mogo"
"MTEM","Molecular Templates, Inc.","8.46","$228.91M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mtem"
"MBRX","Moleculin Biotech, Inc.","1.83","$47.16M","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mbrx"
"MNTA","Momenta Pharmaceuticals, Inc.","20","$1.54B","2004","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/mnta"
"MOMO","Momo Inc.","35.72","$7.09B","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/momo"
"MKGI","Monaker Group, Inc.","2.4775","$7.79M","n/a","Consumer Services","Transportation Services","https://www.nasdaq.com/symbol/mkgi"
"MCRI","Monarch Casino & Resort, Inc.","43.01","$764.51M","1993","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/mcri"
"MDLZ","Mondelez International, Inc.","39.77","$58.99B","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/mdlz"
"MGI","Moneygram International, Inc.","8.76","$485.83M","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/mgi"
"MDB","MongoDB, Inc.","37.39","$1.89B","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mdb"
"MPWR","Monolithic Power Systems, Inc.","121.25","$5.11B","2004","Technology","Semiconductors","https://www.nasdaq.com/symbol/mpwr"
"TYPE","Monotype Imaging Holdings Inc.","23.25","$980.03M","2007","Technology","EDP Services","https://www.nasdaq.com/symbol/type"
"MNRO","Monro, Inc. ","55","$1.8B","1991","Consumer Services","Automotive Aftermarket","https://www.nasdaq.com/symbol/mnro"
"MRCC","Monroe Capital Corporation","12.69","$256.85M","2012","n/a","n/a","https://www.nasdaq.com/symbol/mrcc"
"MNST","Monster Beverage Corporation","55.1","$31B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/mnst"
"MORN","Morningstar, Inc.","109.79","$4.67B","2005","Finance","Investment Managers","https://www.nasdaq.com/symbol/morn"
"MOR","MorphoSys AG","26.47","$3.08B","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mor"
"MOSY","MoSys, Inc.","1.37","$11.17M","2001","Technology","Semiconductors","https://www.nasdaq.com/symbol/mosy"
"MTFB","Motif Bio plc","10.4499","$138.08M","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mtfb"
"MTFBW","Motif Bio plc","3.5","n/a","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mtfbw"
"MPAA","Motorcar Parts of America, Inc.","19.24","$366.98M","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/mpaa"
"MOTS","Motus GI Holdings, Inc.","4.276","$66.6M","2018","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/mots"
"MPVD","Mountain Province Diamonds Inc.","2.45","$514.48M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/mpvd"
"MOXC","Moxian, Inc.","2.7892","$186.9M","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/moxc"
"MSBF","MSB Financial Corp.","18.375","$101.41M","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/msbf"
"MTEC","MTech Acquisition Corp.","9.7","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/mtec"
"MTECU","MTech Acquisition Corp.","10.45","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/mtecu"
"MTECW","MTech Acquisition Corp.","0.73","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/mtecw"
"MTGE","MTGE Investment Corp.","18.25","$835.81M","2011","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/mtge"
"MTGEP","MTGE Investment Corp.","25.5702","$51.14M","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/mtgep"
"MTSC","MTS Systems Corporation","51.475","$916.6M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/mtsc"
"MUDS","Mudrick Capital Acquisition Corporation","9.62","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/muds"
"MUDSU","Mudrick Capital Acquisition Corporation","10.22","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/mudsu"
"MUDSW","Mudrick Capital Acquisition Corporation","0.62","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/mudsw"
"LABL","Multi-Color Corporation","66.5","$1.36B","1987","Miscellaneous","Publishing","https://www.nasdaq.com/symbol/labl"
"MBIO","Mustang Bio, Inc.","8.98","$243.33M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mbio"
"MFSF","MutualFirst Financial Inc.","37.1","$318.13M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/mfsf"
"MVBF","MVB Financial Corp.","19.33","$204.7M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/mvbf"
"MYSZ","My Size, Inc.","1.265","$36.87M","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mysz"
"MYL","Mylan N.V.","39.5","$20.33B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/myl"
"MYND","MYnd Analytics, Inc.","2.03","$8.86M","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/mynd"
"MYNDW","MYnd Analytics, Inc.","0.2986","n/a","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/myndw"
"MYOK","MyoKardia, Inc.","50.15","$1.8B","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/myok"
"MYOS","MYOS RENS Technology Inc.","1.25","$8.1M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/myos"
"MYRG","MYR Group, Inc.","30.21","$497.48M","n/a","Basic Industries","Water Supply","https://www.nasdaq.com/symbol/myrg"
"MYGN","Myriad Genetics, Inc.","29.17","$2.04B","1995","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/mygn"
"NBRV","Nabriva Therapeutics plc","4.86","$195.89M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/nbrv"
"NAKD","Naked Brand Group Inc.","1.42","$14.69M","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/nakd"
"NNDM","Nano Dimension Ltd.","1.38","$26.65M","n/a","Technology","Electrical Products","https://www.nasdaq.com/symbol/nndm"
"NANO","Nanometrics Incorporated","25.93","$619.2M","1984","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/nano"
"NSTG","NanoString Technologies, Inc.","9.45","$240.41M","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/nstg"
"NAOV","NanoVibronix, Inc.","4.45","$17.51M","n/a","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/naov"
"NH","NantHealth, Inc.","3.38","$367M","2016","Technology","EDP Services","https://www.nasdaq.com/symbol/nh"
"NK","NantKwest, Inc.","4.03","$318.73M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/nk"
"NSSC","NAPCO Security Technologies, Inc.","10.75","$201.12M","n/a","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/nssc"
"NDAQ","Nasdaq, Inc.","88.16","$14.68B","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/ndaq"
"NTRA","Natera, Inc.","11.18","$605.77M","2015","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/ntra"
"NATH","Nathan&#39;s Famous, Inc.","84.4","$353.18M","1993","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/nath"
"NAUH","National American University Holdings, Inc.","0.85","$20.68M","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/nauh"
"NKSH","National Bankshares, Inc.","46.9","$326.33M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/nksh"
"FIZZ","National Beverage Corp.","88.48","$4.12B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/fizz"
"NCMI","National CineMedia, Inc.","5.77","$455.84M","2007","Consumer Services","Advertising","https://www.nasdaq.com/symbol/ncmi"
"NCOM","National Commerce Corporation","44.8","$771.86M","2015","Finance","Major Banks","https://www.nasdaq.com/symbol/ncom"
"NESR","National Energy Services Reunited Corp.","10.04","$117.77M","2017","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/nesr"
"NESRW","National Energy Services Reunited Corp.","1","n/a","2017","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/nesrw"
"NGHC","National General Holdings Corp","25.75","$2.75B","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/nghc"
"NGHCN","National General Holdings Corp","24.85","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/nghcn"
"NGHCO","National General Holdings Corp","24.7549","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/nghco"
"NGHCP","National General Holdings Corp","24.9587","$54.91M","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/nghcp"
"NGHCZ","National General Holdings Corp","24.95","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/nghcz"
"NHLD","National Holdings Corporation","3.35","$41.67M","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/nhld"
"NHLDW","National Holdings Corporation","1.3","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/nhldw"
"NATI","National Instruments Corporation","49.38","$6.48B","1995","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/nati"
"NRC","National Research Corporation","34.25","$839.52M","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/nrc"
"NSEC","National Security Group, Inc.","15.7","$39.6M","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/nsec"
"EYE","National Vision Holdings, Inc.","32.68","$2.44B","2017","Health Care","Ophthalmic Goods","https://www.nasdaq.com/symbol/eye"
"NWLI","National Western Life Group, Inc.","318.11","$1.16B","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/nwli"
"NAII","Natural Alternatives International, Inc.","10","$74.29M","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/naii"
"NHTC","Natural Health Trends Corp.","18.63","$211.94M","n/a","Consumer Durables","Consumer Specialties","https://www.nasdaq.com/symbol/nhtc"
"NATR","Nature&#39;s Sunshine Products, Inc.","9.45","$179.7M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/natr"
"BABY","Natus Medical Incorporated","33.45","$1.11B","2001","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/baby"
"JSM","Navient Corporation","21.88","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/jsm"
"NAVI","Navient Corporation","13.44","$3.56B","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/navi"
"NBTB","NBT Bancorp Inc.","37.07","$1.62B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/nbtb"
"NCSM","NCS Multistage Holdings, Inc.","18.38","$820.32M","2017","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/ncsm"
"NEBU","Nebula Acquisition Corporation","9.65","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/nebu"
"NEBUU","Nebula Acquisition Corporation","10.05","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/nebuu"
"NEBUW","Nebula Acquisition Corporation","1.2","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/nebuw"
"NKTR","Nektar Therapeutics","84.19","$14.25B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/nktr"
"NMRD","Nemaura Medical Inc.","3.35","$226.71M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/nmrd"
"NEOG","Neogen Corporation","68.19","$3.52B","1989","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/neog"
"NEO","NeoGenomics, Inc.","9.6","$773.46M","n/a","Health Care","Precision Instruments","https://www.nasdaq.com/symbol/neo"
"NEON","Neonode Inc.","0.4258","$24.95M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/neon"
"NEOS","Neos Therapeutics, Inc.","8.5","$246.47M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/neos"
"NVCN","Neovasc Inc.","0.0433","$52.29M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/nvcn"
"NEPT","Neptune Technologies & Bioresources Inc","2.73","$215.07M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/nept"
"UEPS","Net 1 UEPS Technologies, Inc.","8.26","$469.44M","2005","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/ueps"
"NETE","Net Element, Inc.","8.02","$30.98M","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/nete"
"NTAP","NetApp, Inc.","67.46","$18.07B","1995","Technology","Electronic Components","https://www.nasdaq.com/symbol/ntap"
"NTES","NetEase, Inc.","250.54","$32.9B","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/ntes"
"NFLX","Netflix, Inc.","313.98","$136.48B","2002","Consumer Services","Consumer Electronics/Video Chains","https://www.nasdaq.com/symbol/nflx"
"NTGR","NETGEAR, Inc.","53.45","$1.69B","2003","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/ntgr"
"NLST","Netlist, Inc.","0.1689","$14.43M","2006","Technology","Semiconductors","https://www.nasdaq.com/symbol/nlst"
"NTCT","NetScout Systems, Inc.","27.95","$2.44B","1999","Technology","EDP Services","https://www.nasdaq.com/symbol/ntct"
"NTWK","NetSol Technologies Inc.","4.35","$49.57M","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ntwk"
"CUR","Neuralstem, Inc.","1.63","$24.71M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/cur"
"NBIX","Neurocrine Biosciences, Inc.","79.44","$7.14B","1996","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/nbix"
"NURO","NeuroMetrix, Inc.","1.42","$10.45M","2004","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/nuro"
"NUROW","NeuroMetrix, Inc.","0.0501","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/nurow"
"NTRP","Neurotrope, Inc.","8.55","$67.61M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ntrp"
"NBEV","New Age Beverages Corporation","1.99","$77.48M","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/nbev"
"NYMT","New York Mortgage Trust, Inc.","6.05","$678.27M","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/nymt"
"NYMTN","New York Mortgage Trust, Inc.","23.01","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/nymtn"
"NYMTO","New York Mortgage Trust, Inc.","23.139","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/nymto"
"NYMTP","New York Mortgage Trust, Inc.","22.3446","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/nymtp"
"NEWA","Newater Technology, Inc.","11.86","$125.7M","2017","Basic Industries","Miscellaneous","https://www.nasdaq.com/symbol/newa"
"NLNK","NewLink Genetics Corporation","4.73","$175.75M","2011","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/nlnk"
"NMRK","Newmark Group, Inc.","15.29","$2.37B","2017","Finance","Real Estate","https://www.nasdaq.com/symbol/nmrk"
"NWS","News Corporation","16.2","$9.44B","n/a","Consumer Services","Newspapers/Magazines","https://www.nasdaq.com/symbol/nws"
"NWSA","News Corporation","15.97","$9.31B","n/a","Consumer Services","Newspapers/Magazines","https://www.nasdaq.com/symbol/nwsa"
"NEWT","Newtek Business Services Corp.","17.79","$329.95M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/newt"
"NEWTI","Newtek Business Services Corp.","25.49","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/newti"
"NEWTZ","Newtek Business Services Corp.","25.99","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/newtz"
"NXEO","Nexeo Solutions, Inc.","10.33","$927.03M","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/nxeo"
"NXEOU","Nexeo Solutions, Inc.","11.75","n/a","2014","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/nxeou"
"NXEOW","Nexeo Solutions, Inc.","0.7","n/a","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/nxeow"
"NXST","Nexstar Media Group, Inc.","64.8","$2.99B","2003","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/nxst"
"NEXT","NextDecade Corporation","6.57","$699.03M","2015","Public Utilities","Oil & Gas Production","https://www.nasdaq.com/symbol/next"
"NFEC","NF Energy Saving Corporation","1.29","$9.77M","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/nfec"
"NODK","NI Holdings, Inc.","16.37","$365.92M","2017","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/nodk"
"EGOV","NIC Inc.","14.8","$993.38M","1999","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/egov"
"NICE","NICE Ltd","96.47","$5.91B","n/a","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/nice"
"NICK","Nicholas Financial, Inc.","8.55","$67.42M","n/a","Finance","Finance Companies","https://www.nasdaq.com/symbol/nick"
"NCBS","Nicolet Bankshares Inc.","56.17","$544.79M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ncbs"
"NITE","Nightstar Therapeutics plc","14.25","$411.89M","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/nite"
"NIHD","NII Holdings, Inc.","2.68","$269.28M","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/nihd"
"LASR","nLIGHT, Inc.","26.95","$889.92M","2018","n/a","n/a","https://www.nasdaq.com/symbol/lasr"
"NMIH","NMI Holdings Inc","13.9","$911.37M","2013","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/nmih"
"NNBR","NN, Inc.","20.65","$569.52M","1994","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/nnbr"
"NDLS","Noodles & Company","7.4","$304.36M","2013","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/ndls"
"NDSN","Nordson Corporation","131.96","$7.65B","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/ndsn"
"NSYS","Nortech Systems Incorporated","3.16","$8.55M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/nsys"
"NBN","Northeast Bancorp","20.8","$185.69M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/nbn"
"NTIC","Northern Technologies International Corporation","29.85","$135.44M","n/a","Capital Goods","Industrial Specialties","https://www.nasdaq.com/symbol/ntic"
"NTRS","Northern Trust Corporation","107.43","$24.23B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ntrs"
"NTRSP","Northern Trust Corporation","26.35","$421.6M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ntrsp"
"NFBK","Northfield Bancorp, Inc.","15.78","$775.23M","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/nfbk"
"NRIM","Northrim BanCorp Inc","35.25","$242.24M","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/nrim"
"NWBI","Northwest Bancshares, Inc.","16.74","$1.71B","2009","Finance","Major Banks","https://www.nasdaq.com/symbol/nwbi"
"NWPX","Northwest Pipe Company","20.39","$198.27M","1995","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/nwpx"
"NCLH","Norwegian Cruise Line Holdings Ltd.","55.05","$12.59B","n/a","Consumer Services","Marine Transportation","https://www.nasdaq.com/symbol/nclh"
"NWFL","Norwood Financial Corp.","29.89","$186.87M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/nwfl"
"NVFY","Nova Lifestyle, Inc","1.7","$46.72M","n/a","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/nvfy"
"NVMI","Nova Measuring Instruments Ltd.","27.31","$762.73M","2000","Capital Goods","Electronic Components","https://www.nasdaq.com/symbol/nvmi"
"NOVN","Novan, Inc.","2.9","$75.51M","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/novn"
"NOVT","Novanta Inc.","59.6","$2.07B","n/a","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/novt"
"NVAX","Novavax, Inc.","1.62","$618.19M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/nvax"
"NVLN","Novelion Therapeutics Inc. ","4.19","$77.76M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/nvln"
"NVCR","NovoCure Limited","26.5","$2.4B","2015","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/nvcr"
"NVMM","Novume Solutions, Inc.","3.2","$46.39M","n/a","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/nvmm"
"NVUS","Novus Therapeutics, Inc.","4.61","$43.37M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/nvus"
"NUAN","Nuance Communications, Inc.","14.81","$4.35B","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/nuan"
"NCNA","NuCana plc","23.76","$755.83M","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ncna"
"NTNX","Nutanix, Inc.","52.15","$8.57B","2016","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ntnx"
"NTRI","NutriSystem Inc","28.55","$853.34M","n/a","Consumer Services","Catalog/Specialty Distribution","https://www.nasdaq.com/symbol/ntri"
"NUVA","NuVasive, Inc.","53.86","$2.76B","2004","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/nuva"
"NVTR","Nuvectra Corporation","13.03","$184.33M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/nvtr"
"QQQX","Nuveen NASDAQ 100 Dynamic Overwrite Fund","25.24","$924.07M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/qqqx"
